500.5	499.939	498.26	495.472	491.59	486.634	480.631	473.613	465.617	456.686	446.866	436.208	424.769	412.606	399.782	386.363	372.414	358.005	343.208	328.092	312.729	297.193	281.553	265.88	250.243	234.709	219.342	204.206	189.358	174.855	160.749	147.088	133.916	121.273	109.194	97.7104	86.847	76.6254	67.0619	58.1681	49.9509	42.4125	35.5508	29.3593	23.8273	18.9403	14.6802	11.0254	7.95126	5.43025	3.43243	1.9257	0.876111	0.248244	0.00553371	0.110616	0.525661	1.2127	2.13395	3.25211	4.53066	5.93415	7.42841	8.98083	10.5606	12.1387	13.6885	15.1853	16.6071	17.9339	19.1487	20.2368	21.186	21.9867	22.6318	23.1168	23.4393	23.5992	23.5987	23.4418	23.1345	22.6845	22.1007	21.3937	20.575	19.6571	18.6534	17.5777	16.444	15.2669	14.0606	12.8394	11.617	10.4069	9.22166	8.07328	6.97279	5.93025	4.95467	4.05389	3.23458	2.50219	1.86091	1.31367	0.86217	0.506877	0.247081	0.0809381	0.00553311	0.0169527	0.110368	0.280125	0.519841	0.822509	1.1806	1.58619	2.03105	2.50675	3.00481	3.51676	
499.939	499.379	497.702	494.916	491.037	486.086	480.088	473.076	465.088	456.165	446.353	435.706	424.277	412.125	399.314	385.906	371.971	357.576	342.792	327.69	312.343	296.821	281.197	265.539	249.918	234.4	219.049	203.928	189.096	174.609	160.518	146.872	133.715	121.086	109.021	97.5508	86.7007	76.4918	66.9406	58.0585	49.8525	42.3248	35.4732	29.2912	23.7682	18.8896	14.6373	10.9897	7.9222	5.40727	3.41499	1.91325	0.868125	0.244213	0.00496963	0.113051	0.530648	1.21982	2.1428	3.26232	4.54189	5.94607	7.44073	8.9933	10.5729	12.1508	13.7001	15.1963	16.6172	17.9432	19.157	20.244	21.1921	21.9916	22.6357	23.1195	23.4408	23.5997	23.5982	23.4403	23.1322	22.6813	22.0967	21.3891	20.5698	19.6515	18.6474	17.5713	16.4374	15.2602	14.0539	12.8327	11.6104	10.4004	9.21545	8.06735	6.9672	5.92504	4.94987	4.04954	3.2307	2.49879	1.858	1.31125	0.860231	0.505414	0.246079	0.0803774	0.00538932	0.017198	0.110971	0.281052	0.521057	0.823977	1.18229	1.58805	2.03304	2.50884	3.00695	3.51893	
498.26	497.702	496.029	493.251	489.382	484.444	478.463	471.47	463.503	454.604	444.82	434.201	422.804	410.686	397.91	384.54	370.644	356.289	341.548	326.489	311.186	295.71	280.131	264.52	248.946	233.474	218.171	203.097	188.311	173.87	159.825	146.224	133.111	120.525	108.503	97.0732	86.2626	76.0919	66.5774	57.7305	49.5581	42.0623	35.241	29.0876	23.5914	18.7379	14.509	10.883	7.83542	5.33871	3.36298	1.87617	0.844407	0.23233	0.00345644	0.120505	0.545734	1.24127	2.16943	3.29301	4.57561	5.98187	7.47773	9.03071	10.6101	12.187	13.7347	15.229	16.6475	17.9708	19.1817	20.2655	21.2102	22.0064	22.6471	23.1275	23.4455	23.6012	23.5966	23.4359	23.125	22.6716	22.0849	21.3752	20.5542	19.6345	18.6292	17.5522	16.4177	15.2401	14.0336	12.8125	11.5905	10.3811	9.19681	8.04958	6.95045	5.90943	4.93551	4.03651	3.21907	2.4886	1.84927	1.30399	0.854431	0.501041	0.243087	0.0787074	0.00496914	0.0179443	0.112791	0.283845	0.524715	0.828388	1.18733	1.59362	2.03901	2.5151	3.01339	3.52543	
495.472	494.916	493.251	490.485	486.634	481.718	475.764	468.802	460.872	452.013	442.273	431.703	420.358	408.296	395.579	382.271	368.44	354.153	339.481	324.495	309.266	293.864	278.362	262.828	247.332	231.939	216.713	201.717	187.009	172.645	158.676	145.149	132.109	119.596	107.643	96.281	85.5361	75.4288	65.9753	57.1868	49.0702	41.6275	34.8564	28.7504	23.2987	18.4869	14.2968	10.7067	7.69211	5.22562	3.27735	1.8153	0.805682	0.213221	0.00152864	0.133428	0.571291	1.27736	2.21408	3.34437	4.63196	6.04162	7.53944	9.09306	10.6719	12.2472	13.7925	15.2834	16.698	18.0167	19.2226	20.3012	21.2404	22.031	22.6659	23.1407	23.4532	23.6035	23.5938	23.4283	23.113	22.6555	22.065	21.3521	20.5282	19.6061	18.5988	17.5203	16.3848	15.2065	13.9998	12.7789	11.5575	10.3489	9.16577	8.02	6.92256	5.88346	4.91162	4.01484	3.19973	2.47166	1.83477	1.29194	0.844809	0.493796	0.238143	0.0759641	0.00430616	0.0192223	0.115855	0.288526	0.530834	0.835759	1.19577	1.60292	2.04898	2.52554	3.02413	3.53627	
491.59	491.037	489.382	486.634	482.807	477.922	472.005	465.088	457.207	448.405	438.727	428.225	416.952	404.968	392.334	379.113	365.372	351.18	336.605	321.719	306.592	291.296	275.9	260.474	245.086	229.801	214.685	199.798	185.198	170.941	157.077	143.655	130.717	118.303	106.447	95.18	84.5266	74.5075	65.1389	56.4318	48.3928	41.0239	34.3228	28.2828	22.8931	18.1393	14.003	10.4629	7.49424	5.06975	3.15964	1.73201	0.753145	0.187918	6.80653e-05	0.152564	0.607934	1.32859	2.27713	3.41668	4.71113	6.12545	7.62592	9.18034	10.7583	12.3313	13.8731	15.3593	16.7683	18.0807	19.2797	20.3508	21.2823	22.065	22.692	23.1589	23.4637	23.6065	23.5897	23.4175	23.0959	22.6326	22.037	21.3195	20.4917	19.5662	18.5562	17.4757	16.3387	15.1595	13.9525	12.7318	11.5112	10.3038	9.12238	7.97866	6.8836	5.84718	4.87826	3.9846	3.17275	2.44805	1.81458	1.27517	0.831437	0.483747	0.23131	0.0722076	0.0034562	0.0210834	0.120209	0.295137	0.539452	0.846121	1.2076	1.61596	2.06295	2.54018	3.03916	3.55146	
486.634	486.086	484.444	481.718	477.922	473.076	467.208	460.347	452.53	443.8	434.201	423.785	412.606	400.721	388.192	375.082	361.457	347.385	332.936	318.178	303.182	288.019	272.759	257.471	242.221	227.076	212.099	197.351	182.889	168.768	155.039	141.75	128.942	116.656	104.925	93.778	83.2413	73.335	64.0747	55.4714	47.5315	40.2569	33.6451	27.6892	22.3786	17.6987	13.6312	10.1546	7.24451	4.87353	3.01202	1.62818	0.688447	0.157847	0.000290495	0.178934	0.656505	1.39563	2.35912	3.51034	4.81341	6.23354	7.73723	9.29256	10.8693	12.4393	13.9764	15.4565	16.8583	18.1625	19.3525	20.4141	21.3357	22.1082	22.725	23.1818	23.4767	23.6099	23.5839	23.4031	23.0735	22.6029	22.0007	21.2773	20.4445	19.5147	18.5013	17.4181	16.2793	15.099	13.8917	12.6714	11.4517	10.246	9.06669	7.92562	6.83365	5.80068	4.83553	3.94589	3.13824	2.41787	1.78879	1.25379	0.81441	0.470987	0.222678	0.0675216	0.00249714	0.0235989	0.125919	0.303737	0.550618	0.859518	1.22289	1.63277	2.08095	2.55902	3.0585	3.57098	
480.631	480.088	478.463	475.764	472.005	467.208	461.397	454.604	446.866	438.222	428.72	418.409	407.343	395.579	383.178	370.202	356.718	342.792	328.493	313.891	299.054	284.054	268.959	253.837	238.755	223.779	208.971	194.391	180.096	166.141	152.576	139.448	126.798	114.666	103.085	92.085	81.6899	71.9201	62.7911	54.3135	46.4936	39.3331	32.8293	26.9753	21.7604	17.1698	13.1854	9.78578	6.94638	4.64004	2.8372	1.5062	0.613673	0.124805	0.00372717	0.213823	0.718065	1.47933	2.46072	3.62585	4.93914	6.36608	7.87348	9.42969	11.0048	12.5709	14.1021	15.5748	16.9676	18.2617	19.4406	20.4906	21.4	22.1601	22.7645	23.2089	23.4917	23.6133	23.5762	23.3849	23.0456	22.5661	21.9559	21.2254	20.3865	19.4516	18.434	17.3477	16.2066	15.0251	13.8174	12.5975	11.3791	10.1754	8.99878	7.86098	6.77281	5.74408	4.78355	3.89883	3.09632	2.38124	1.75753	1.22791	0.793852	0.455636	0.21236	0.0620134	0.00152859	0.0268602	0.133066	0.314397	0.564396	0.876002	1.24165	1.6534	2.10301	2.58208	3.08216	3.59483	
473.613	473.076	471.47	468.802	465.088	460.347	454.604	447.891	440.244	431.703	422.314	412.125	401.192	389.569	377.317	364.499	351.18	337.425	323.303	308.883	294.233	279.422	264.52	249.594	234.709	219.93	205.319	190.936	176.838	163.077	149.703	136.763	124.299	112.347	100.943	90.1132	79.8836	70.2735	61.2979	52.9673	45.2876	38.2604	31.8827	26.1478	21.0445	16.5583	12.6709	9.36092	6.60396	4.37294	2.63843	1.36895	0.531311	0.0909363	0.0122014	0.258759	0.793868	1.58071	2.5827	3.76378	5.0887	6.5233	8.03473	9.59168	11.1646	12.7259	14.25	15.7136	17.0957	18.3778	19.5437	20.5797	21.4748	22.2203	22.8099	23.2398	23.5084	23.6163	23.5661	23.3625	23.0117	22.5219	21.9022	21.1635	20.3174	19.3765	18.3542	17.2642	16.1206	14.9376	13.7296	12.5103	11.2935	10.0922	8.91875	7.78485	6.7012	5.67752	4.72247	3.84357	3.04715	2.33832	1.72096	1.19769	0.769917	0.437839	0.200496	0.0558133	0.000671589	0.030978	0.14175	0.327206	0.580863	0.89564	1.26396	1.67787	2.12915	2.60938	3.11014	3.62303	
465.617	465.088	463.503	460.872	457.207	452.53	446.866	440.244	432.701	424.277	415.016	404.968	394.185	382.724	370.644	358.005	344.874	331.315	317.395	303.182	288.745	274.152	259.47	244.766	230.106	215.552	201.167	187.009	173.134	159.595	146.44	133.715	121.461	109.715	98.5112	87.8767	77.8357	68.4075	59.6067	51.4435	43.9235	37.048	30.814	25.2144	20.2382	15.8706	12.0934	8.88536	6.22203	4.07649	2.41948	1.21971	0.444222	0.0586998	0.0278006	0.315486	0.885343	1.7009	2.72594	3.92477	5.26254	6.70546	8.22107	9.77848	11.3485	12.904	14.4196	15.8726	17.2423	18.5103	19.661	20.6811	21.5595	22.2881	22.8608	23.2739	23.5261	23.6183	23.5531	23.3354	22.9716	22.4698	21.8395	21.0913	20.2371	19.2894	18.2617	17.1675	16.0211	14.8367	13.6282	12.4098	11.1949	9.99639	8.82672	7.69738	6.61898	5.60115	4.65246	3.7803	2.99092	2.28932	1.67927	1.16332	0.742781	0.41777	0.187248	0.0490745	6.80652e-05	0.0360823	0.152089	0.342268	0.600108	0.918506	1.28987	1.70625	2.1594	2.64095	3.14246	3.65556	
456.686	456.165	454.604	452.013	448.405	443.8	438.222	431.703	424.277	415.983	406.867	396.976	386.363	375.082	363.193	350.756	337.835	324.495	310.801	296.821	282.623	268.272	253.837	239.383	224.974	210.673	196.54	182.633	169.008	155.716	142.806	130.321	118.303	106.788	95.808	85.3914	75.5611	66.3361	57.7305	49.7542	42.4125	35.7064	29.6327	24.1841	19.3494	15.1141	11.4597	8.36508	5.80592	3.75544	2.18453	1.06216	0.355599	0.0308352	0.0528442	0.385935	0.994065	1.84116	2.89139	4.10951	5.46109	6.91277	8.43256	9.98997	11.5563	13.1047	14.6105	16.0512	17.4065	18.6586	19.792	20.7938	21.6534	22.3628	22.9163	23.3105	23.5443	23.6187	23.5367	23.3032	22.9247	22.4096	21.7672	21.0086	20.1453	19.1901	18.1563	17.0577	15.9082	14.7221	13.5134	12.296	11.0833	9.88816	8.72283	7.59871	6.52632	5.51518	4.57371	3.70923	2.92783	2.23443	1.63267	1.12501	0.712652	0.395624	0.172803	0.0419723	0.000119655	0.0423211	0.164215	0.359701	0.622234	0.944687	1.31946	1.73857	2.19382	2.6768	3.17912	3.69242	
